audit_result,id,title,source,category,date,score,threshold,reason,soft_hits,hv_hits,url
PASS,3405,"India’s first women-led FTA is a win for exports, shield for farmers",indian express opinion,Opinion,2026-04-27,7.5,2.0,PASS,,fta,https://indianexpress.com/article/opinion/columns/indias-first-women-led-fta-is-a-win-for-exports-shield-for-farmers-10657200/
PASS,3367,"सांख्यिकी और कार्यक्रम कार्यान्वयन मंत्रालय 29 और 30 अप्रैल, 2026 को भुवनेश्वर म",pib,PIB — All Ministries,2026-04-27,4.0,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255795
PASS,3366,डॉ. जितेंद्र सिंह ने भारत भर के विश्वविद्यालयों और कॉलेजों में अंतरिक्ष प्रयोगशा,pib,PIB — All Ministries,2026-04-27,2.5,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255673
PASS,3364,Iran proposes to reopen Strait of Hormuz without nuclear agreement,the hindu,International,2026-04-27,7.0,1.5,PASS,,strait of hormuz | nuclear agreement,https://www.thehindu.com/news/international/iran-proposal-reopen-strait-of-hormuz-nuclear-agreement-abbas-araghchi-iran-fm-us-iran-talks/article70911158.ece
PASS,3363,"CERT-In outlines safeguards for Indian orgs, MSMEs amid Mythos AI cybersecurity ",indian express,Science & Technology,2026-04-27,8.0,1.5,PASS,,msme | cybersecurity | cert-in,https://indianexpress.com/article/technology/artificial-intelligence/cert-in-safeguards-msmes-mythos-ai-cybersecurity-risk-10657982/
PASS,3362,Amazon to expand its quick commerce service in 100 cities across India,the hindu,Science & Technology,2026-04-27,1.5,1.5,PASS,,,https://www.thehindu.com/sci-tech/technology/amazon-to-expand-its-quick-commerce-service-in-100-cities-across-india/article70911178.ece
PASS,3361,"Russian drone attack on Odesa wounds 10, officials say",the hindu,International,2026-04-27,2.5,1.5,PASS,,,https://www.thehindu.com/news/international/russian-drone-attack-on-odesa-wounds-10-officials-say/article70910964.ece
PASS,3360,"Supreme Court takes suo motu note of assault on woman advocate, issues direction",the hindu,National,2026-04-27,4.0,1.5,PASS,,supreme court,https://www.thehindu.com/news/national/supreme-court-takes-suo-motu-note-of-assault-on-woman-advocate-issues-directions/article70910996.ece
PASS,3359,Will AAP MPs face disqualification after joining BJP?,the hindu,National,2026-04-27,3.5,1.5,PASS,,supreme court | rajya sabha,https://www.thehindu.com/news/national/will-aap-mps-face-disqualification-after-joining-bjp/article70906320.ece
PASS,3358,Don’t celebrate the IMF's outlook just yet: How resilient is India’s growth stor,livemint editorial,Opinion,2026-04-27,7.5,2.0,PASS,,ed | fra,https://www.livemint.com/opinion/online-views/imf-outlook-resilient-india-growth-story-fractured-world-gulf-war-oil-shocks-capital-economy-11777201111472.html
PASS,3357,Nigeria’s green tax targets fuel guzzlers and signals shift towards fuel-efficie,down to earth,Environment,2026-04-27,8.0,2.0,PASS,,climate change | electric vehicle,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNQ0x1YktabXhXb2NtajFXMHJTUWRXQlRNWWZjQ0phX0F3NWhrSVVvZzdXMVlsYk03SUJGS1hnNnN6VlUxaWxLeUowMnRfMV9xOHNzdlBxRUtfX3NTYnZGcjJYN0ZYWW5MMnJQaGRWdkZpRm9QcHlEYmpMekJ4Z18xSFJidndFeTg5dVdxdkN1VEpQZzU5ZjA4YlZpcEprc0VmZHIzNjB6bTExaERmaDAzS29oaExXUlhVWnc5SVNvSkZYb3RtVUxNcWhqTWl1LXRRMTdZdWI1RErSAeYBQVVfeXFMTWVBYlJYdzBpal9GdWl2TjlFd1o2dGVfT1Z1bjlPNjdCanE1NmtTVjg0OGFzRHZnaTlCUWxSMnFSMUhpMTBOMkpoamVhb2xGaGkzOHgzQW8yRWc2NUUyaTdQbFdlZU4wY2RFZHVlVm9QTzF2OTQ0Z1hZOGNKckxjMGptd2dPTVl6RFVFLU9YTmlVX3VUYUxNempKb3pnUXBxOFVJWThyWVJ6R1BtNGpzcFFtUFIxazZZbHBudWI1TldONWRhUVc4WjNjcVJheVBYa0JQTThmX2FWYW8ydE8yclZSdWR0SFE?oc=5
PASS,3356,Ficci president: The India–New Zealand FTA is about a lot more than expanding bi,livemint editorial,Opinion,2026-04-27,11.0,2.0,PASS,,ed | free trade agreement | fta,https://www.livemint.com/opinion/online-views/ficci-president-india-new-zealand-fta-expanding-bilateral-trade-asian-pacific-economic-11777200836329.html
PASS,3355,U.S. says three killed in boat strike as campaign toll hits 185,the hindu,International,2026-04-27,3.5,1.5,PASS,,maritime security,https://www.thehindu.com/news/international/usa-military-strikes-on-drug-boat-in-pacific-ocean-death-toll/article70910847.ece
PASS,3354,"The cost of bringing down inflation in India, U.S. and U.K. | Data",the hindu,International,2026-04-27,9.5,1.5,PASS,,monetary policy | inflation | bri,https://www.thehindu.com/data/the-cost-of-bringing-down-inflation-in-india-us-and-uk/article70908324.ece
PASS,3353,Indian researchers decode why standard drugs for breast cancer treatment don’t w,indian express,National,2026-04-27,3.0,1.5,PASS,,,https://indianexpress.com/article/india/india-breast-cancer-study-cdkn1b-gene-hormone-therapy-resistance-p27-protein-10657722/
PASS,3352,How the US-Israel war on Iran is triggering a global helium shortage,down to earth,Environment,2026-04-27,6.5,2.0,PASS,,supply chain | helium,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPUzRRQWtyVE04UGhYRnFxM0dOZ0ItdENqa25GWWdjTlAzQ3lyTkRKWXUzcWJxNHRFcUdUY3dEemtROE1PSC1QSnN2TEpuV2FNYy1Kc0Z5SWZlZFVwZTA3VE5JcUNTWXRwUF9NRS04d1NjVExGN2hOT3gxR3Z6LXY5VnM0QV92Z09jaUt3dE1aV090TFNVMUFQSUxWYTNqNTFLTTNsWVF2VG3SAbYBQVVfeXFMTVNtNnNTSjl1eThxb0xXb3hZRFpRc096MmthNE02QUdNQ0NITVZEOEszdTl4SlJSRGpjemxacG1mQlJxVENsZmN6bkhRU01MbDVqaVlPLWlpRUtkWFFsOHNmT0ZoNF9PNmY2MGZHSWJ5OTVtMXZDWFRKMm9MUGtqTE9yQ29TV3ZGOEdIcktVamdmVmx2cnZxcEg0QUZJb1RFZEpTT2V5WVhKTDJMbG1kalJBQ2NzRmc?oc=5
PASS,3351,From deterrence to development: India’s nuclear shift towards energy security,down to earth,Environment,2026-04-27,9.0,2.0,PASS,,energy security,https://news.google.com/rss/articles/CBMiswFBVV95cUxNbmZFSmpackcteEdYOEVXcGwycmRCdGFMaU5TOW9SeUtSaDBoYTNOZkNqcmItU0FDaHprTVY4dXVxWGNkRXZ5NTEtU29pNTVUZng1YnZTakE3TFZ5UFpRa2duQ09hdzNWRGlBOWRqa0JNMnBEanZQTkFtZmpJZllTbHQ5a1dLRU5QaHh1dEt2SnpVclRMQldjdEFabE5SMVRMTVVTX0t4UXhGRzE2SGVmeE9VY9IBwAFBVV95cUxQa2JYdVd6NUNYbTdYZENwVnhDaVBZTlpYSUpmU1lTRjFMb21vZmY0VGxlN1BKSFdodVVHVkw1WUZ4b0ZIeDBXZ081a21jUHJVM1ZaZGx5M0xhYU1sdXh4TXlTVDFWRnZmRkplSjFlOEIyUDZ3VTkxczJIR1QzZFB5MEhXS2ctcEEwdVhlYWQ2VnVfVHRMRlBfTlpCaEV4OWVyaGZESDJhV0FQRGNlbDZvQlhoTUZlM0xmd0psVG40V3c?oc=5
PASS,3349,Sun Pharma to acquire US drugmaker Organon for $11.75 billion: Here are India's ,livemint,Economy,2026-04-27,6.0,1.5,PASS,,biosimilar | acquisition,https://www.livemint.com/news/india/sun-pharma-to-acquire-us-drugmaker-organon-for-11-75-billion-here-are-indias-biggest-outgoing-acquisitions-11777265216931.html
PASS,3348,Women in science — global study finds presence without power,down to earth,Environment,2026-04-27,8.5,2.0,PASS,,women in science,https://news.google.com/rss/articles/CBMirAFBVV95cUxOZUNleDhRU1hxS1ZVVXVFYXU4WG12NkNMRkFuTXdUMXZVd2pCdExjU2NDQ0NvbXUtaEFVbm5KZk5pamRWMlVPUXFWRC1lQ0VwaE91alJIV2Y0MlhYaTRmTWdoeDd0TlZ0bW5UbUVkcnoteDVoTXRlenRPeGVMbUpnYUY1dzJPUDFYOVdvY1lmUXNxTmU1OGRuSmxucjNnLWlWbkdFamNFWWJoNzBO0gG6AUFVX3lxTFBHS090a0JRWkpVa2dRZUtGdThjZks5bVMybVdoX3REMnV4OVZ3cGREUWZGcl9oSHBlemp6UWhWaEFHZ1RERUNqNDhKYUFpV3lsYl9zX2lzVVQyMl9ZOURBVGRVaUJoejYzdnhWRDM0elhMQks5dHF4S29iMmp4ZWxZV2UyY1FTWUhCdEFKeFowak5vZHh3b28yejhCTlNZMjFDektlYVRJbnV3VHdNaVJTd21zdDZSM1cyZw?oc=5
PASS,3347,Pneumonia continues to be among the leading causes of infant deaths in Karnataka,the hindu,Science & Technology,2026-04-27,8.0,1.5,PASS,,economic survey | pneumonia,https://www.thehindu.com/news/national/karnataka/pneumonia-continues-to-be-among-the-leading-causes-of-infant-deaths-in-karnataka-economic-survey/article70869344.ece
PASS,3346,"Sun Pharma to acquire Organon for $11.75 bn: How this will expand US footprint, ",ie explained,Explained,2026-04-27,5.0,2.0,PASS,,pharmaceutical | acquisition,https://indianexpress.com/article/explained/explained-economics/sun-pharma-organon-acquisition-11-75-bn-timing-significance-10657636/
PASS,3345,Rupee falls 11 paise to 94.27 against U.S. dollar,the hindu,Economy,2026-04-27,2.5,1.5,PASS,,rbi,https://www.thehindu.com/business/markets/rupee-falls-11-paise-to-9427-against-us-dollar/article70910773.ece
PASS,3344,Iran Foreign Minister arrives in Russia as U.S. talks remain stalled,the hindu,International,2026-04-27,3.5,1.5,PASS,,,https://www.thehindu.com/news/international/iran-foreign-minister-heads-to-russia-as-talks-remain-stalled/article70910632.ece
PASS,3343,"Europe’s only wild primates, Gibraltar’s Barbary Macaques, eat soil to counter i",down to earth,Environment,2026-04-27,2.5,2.0,PASS,,,https://news.google.com/rss/articles/CBMihAJBVV95cUxNZXhQUVpZNi1yNGxKYVVHNVljSWxOZ3laWGJ6VExWODVyOU5TcUtid1NjbDlnS1RubkRxTlF1Q3htTUdrS2RJanRQUG9teldvRDhHMGJkbTljZ2JvRjNGY01xV1pEcUpBTWN6VXJjTnBBRTQ2SGttWWl3Q2tBQUxKbF9EM2VIUkplQlAzc2xhX1dhX3BmT3BzUzN1SDExMS1ndjJvTjM2RndRdzM5VEFYRll6SGNHU0piN19zUjVua2hTUk4zdTg3V3JlWXRHZGMwTGtXVzE3YVNkOVNiRlZzQzZxOTZ5RGpoUDlsTW80aGVBcDNoem9aVFhuamlyRUNBOTMwX9IBkgJBVV95cUxNbkNONnJMZmhYVkowQzRKQ2NUWlBLSlZKVUxQbGpjNEw3eU1iVmV5dEtKalRVcFFyVHo0ZVdHeWh2MHdKODduTWw3S2lyVVZTVmY3QjF4TVZSc0RfdXpsdEh3Yy1UVl8ta0dPUlV1MS1aX1pFOE53Uk9hVDFuY0xDb2c0a3pjakhEeUdjblE0c3VWZVRvekY1V1BfTlZGMHhUeVcyYi0xVDduT1daYk1uaXh6QURCZFJKWUEwaENLQ2dNSTQ5eEx2c3FfS1locW5Ta1VzbUVGUS05TTctUE1QOERGTHhTeG1lX2NqbW9iOWhJN0g4RFNjdVNYVW1yVnBMdTZ0UGc5dnROVFJ2QXBHN1BB?oc=5
PASS,3342,U.S. chipmakers hit record highs as Intel turbocharges AI rally,the hindu,Economy,2026-04-27,1.5,1.5,PASS,,,https://www.thehindu.com/sci-tech/technology/us-chipmakers-hit-record-highs-as-intel-turbocharges-ai-rally/article70910664.ece
PASS,3341,Sun Pharma to acquire U.S. firm Organon in $11.75 billion deal,the hindu,Economy,2026-04-27,4.0,1.5,PASS,,pharmaceutical,https://www.thehindu.com/business/Industry/sun-pharma-to-acquire-us-firm-organon-in1175-billion-deal/article70910713.ece
PASS,3340,"Weekly policy watch: India-New Zealand FTA, manufacturing output in focus",business standard,Economy,2026-04-27,5.0,1.5,PASS,,fta,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPOE5xd3I3MDZFc21lOHJOUEJwMnVYWmNZQVJ1TWlRVGVHZzFfWEN6ekxCeWZYOTN5SW9WTW0yUXBMcUswUHdPTGxGd1UycHd4dmYyaFdMM3N3RkdsWU5rTFllOXlnN0xiV1dXMV9VX2Z1WTVpcVFMZ0s4dXVsS1dvWmp1bzYwZkJpX2ZRNk5FdzFKdXplTkhvbnR0RElkVzRCWDk2NDg5TjU4c2x0T1RFTlZwSThvaTJBdjRwSVg0NUZkZGhZVFV3bl9sY3FvYTdMREMxbTJ1TTF2QdIB3wFBVV95cUxQTEtmWWZiTmY0UjdLWGFwVVRiMU4xZGtiMDQxSFNFSGhtRVBFUkw4MkJPZFpPNjc4OEE5WkRQbEhnV2RoU2puZFF0MUNNNzlwbUhfY1JRQW5MV2w4R2NrSU9BWDlxRGV0TUtlR2RTQ0NhOFRza1pLRHlhb0Vuc19NWDQ2Sk1pLU51MDdVNldjT0dXMXJuVHo1YTVySi12UlQtc3dLVU01NnNPNExBSDdwOVBaWEpIcGZsSjhINnpuT3Bla2pnM3RBLW5oaHJvekVXZnJPWGxTbnZCak1uTS1n?oc=5
PASS,3339,UAE-Iran differences and India’s plans to dilute language on Israel-Palestine de,the hindu,International,2026-04-27,5.0,1.5,PASS,,brics | bri,https://www.thehindu.com/news/national/uae-iran-differences-and-indias-plans-to-dilute-language-on-israel-palestine-derail-joint-statement-at-brics-meet/article70909165.ece
PASS,3338,Trump’s hubris and the cost to the world order,the hindu opinion,Opinion,2026-04-27,4.0,2.0,PASS,,,https://www.thehindu.com/opinion/lead/trumps-hubris-and-the-cost-to-the-world-order/article70909475.ece
PASS,3337,A sage for a fractured planet: Muni Narayana Prasad and the ethics of ecology,down to earth,Environment,2026-04-27,7.5,2.0,PASS,,ecology | fra,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOMm10cE5RZWFvS09Dc1RDZU9HSWVNYnRmdHdXU2tRN2lvR1BUTkFqVDhYWVMtSmJ2OEpwT25ja3VKd0JlX19zWVIxdV9NZURvSGNZYmhBbDR3V0tZRWRFN3FFc3NST0NqWVNhU3g2N25hV0xnZTVpQ2ZSUjlPY015WFVQM2NFRUptWTRpMEQ1ZkpaM0o5XzR1NU1qMFVZeE1FcTJjaXoxUi1yX1Zza1FaQXNkZnhaZngtZUkw0gHIAUFVX3lxTE1oek5tVGdjV1BhZURFVGdXa05fLUttYnNvdU5hNXNaLVk4UHJaaTRSbVVnZmxoNk5CdVF5bHpLNzFpUzd3ZHJUcHlEb0twODQ4V1pmZ0dwbEVCY2ZVQjlDa29PNFJnbTh3S1hzWEhualBkeGVpQko1NmVyWF9ZU0pWMUlRdzZoZ1lSaDY5eDk5M0pibVBCbHByYk9TX21CdlFndDk0Z01lVWVoQWI5MXYzaTFDYTNla3lfQ1hadVdrR2M1ZXdrR21Y?oc=5
PASS,3336,India's forex reserves rise by $2.3 billion,business standard,Economy,2026-04-27,3.5,1.5,PASS,,,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOSk1aSEVMeFVQMlNUVUNkQUxTYjdVRGlQRVg1Wkh1d21wTkFsOGV2aU05V1BuWi0xOUR5YW40ZF83eUhoVDdUVkFQOWtYOXM5d21sZnBvdW5Bd24ybHktWjQzUFQ1Wjc0d3NnSGhCT2RicGN4eDhpYmxvbVRzZTFHQlVhQTBJTnJ0eDN6ZDAtaHMyU1hhSkJSVUhocGdPSDAtZ1UtcDJRSThEMjcwUTk1Q1dIa1B6NE5WeFYzZ2Z6MVcwUdIBxwFBVV95cUxQVEVSNnF0YVVsYWNGVEpwNDZJaUpGYTlQdGJCM0xPc2R1M0ItS2pxODNsYll4QS1zLXVEZ0x0VEZYOFdPVkZ3c0hONXA4QjJTY3FudW9DYWRtSEJuMTYwamRJU1JEand2d2FGdFMzYkRGQ0hWaWtRQ1JoeFRNTHZNNTk2WlpIUENhZS1qWEs1YkxiNkxuVkJRbUF2eWlGV1BZcnhGZkZab0RVMFpCbWdHRkRENGs4dU9LbkhwZTRsb251X2hYR2ZF?oc=5
PASS,3335,Overfed and undernourished in Delhi,the hindu,Science & Technology,2026-04-27,5.0,1.5,PASS,,lac | malnutrition,https://www.thehindu.com/sci-tech/health/overfed-and-undernourished-in-delhi/article70901107.ece
PASS,3334,Lebanon says Israel strikes kill 14 in deadliest day since truce,the hindu,International,2026-04-27,4.5,1.5,PASS,,accord | geopolitics,https://www.thehindu.com/news/international/lebanon-says-israel-strikes-kill-14-in-deadliest-day-since-truce/article70910594.ece
PASS,3333,Earthquake today: Magnitude 6.2 quake shakes part of northern Japan. Tsunami adv,livemint,Economy,2026-04-27,4.5,1.5,PASS,,disaster management | earthquake,https://www.livemint.com/news/world/earthquake-today-magnitude-6-2-quake-shakes-part-of-northern-japan-tsunami-advisory-issued-11777256651911.html
PASS,3332,"Iran offers US new proposal seeking to reopen Strait of Hormuz, end war: Report",indian express,International,2026-04-27,5.5,1.5,PASS,,geopolitics | strait of hormuz,https://indianexpress.com/article/world/iran-us-new-proposal-reopen-hormuz-end-war-report-10657465/
PASS,3331,​Turning point: On the U.S. and India’s independent foreign policy,the hindu editorial,Editorial,2026-04-27,6.5,2.0,PASS,,ed,https://www.thehindu.com/opinion/editorial/turning-point-on-the-us-and-indias-independent-foreign-policy/article70909254.ece
PASS,3330,Magnitude 6.2 earthquake shakes part of northern Japan,the hindu,International,2026-04-27,5.0,1.5,PASS,,accord | disaster management | earthquake,https://www.thehindu.com/news/international/magnitude-61-earthquake-strikes-in-northern-japan/article70909918.ece
PASS,3329,India’s retail investors have played a heroic role but their resolve is being te,livemint editorial,Opinion,2026-04-27,5.5,2.0,PASS,,ed,https://www.livemint.com/opinion/online-views/india-retail-investors-market-volatility-money-stock-market-investment-foreign-money-11777208019322.html
PASS,3328,Mint Quick Edit | Will Trump’s space shield go the same way as Reagan’s Strategi,livemint editorial,Opinion,2026-04-27,9.0,2.0,PASS,,ed | missile,https://www.livemint.com/opinion/online-views/mint-quick-edit-donald-trump-space-shield-reagan-strategic-defense-initiative-golden-dome-sdi-11777216671701.html
PASS,3327,"On Taiwan Strait, Beijing’s gambit, Taipei’s gamble",indian express opinion,Opinion,2026-04-27,5.5,2.0,PASS,,taiwan strait,https://indianexpress.com/article/opinion/columns/on-taiwan-strait-beijings-gambit-taipeis-gamble-10657201/
PASS,3326,How Iran war is testing the limits of ‘fossilisation’ of Indian farms,ie explained,Explained,2026-04-27,3.0,2.0,PASS,,,https://indianexpress.com/article/explained/explained-economics/iran-war-fossilisation-indian-farms-10657145/
PASS,3325,"Upcoming agriculture year: Season of scarcity, rich for reform",indian express opinion,Opinion,2026-04-27,7.0,2.0,PASS,,food security,https://indianexpress.com/article/opinion/editorials/upcoming-agriculture-year-season-of-scarcity-rich-for-reform-10657175/
PASS,3324,Sun Pharma’s $11.75 billion Organon bet marks India Inc’s biggest pharma buy,livemint,Economy,2026-04-27,6.5,1.5,PASS,,pharmaceutical | biosimilar | acquisition,https://www.livemint.com/news/indias-sun-pharma-to-buy-organon-in-11-75-billion-all-cash-deal-11777249254428.html
PASS,3323,US Iran War LIVE: Iran offers new deal to US to reopen Hormuz Strait; Araghchi i,livemint,Economy,2026-04-27,2.0,1.5,PASS,,,https://www.livemint.com/news/world/us-iran-war-live-april-27-donald-trump-telephone-abbas-araghchi-russia-putin-brent-crude-oil-price-today-markets-11777247020324.html
PASS,3393,Tele-MANAS helpline sees rise in callers turning to humans after AI falls short ,the hindu,Science & Technology,2026-04-26,2.5,1.5,PASS,,,https://www.thehindu.com/news/cities/Hyderabad/tele-manas-helpline-sees-rise-in-callers-turning-to-humans-after-ai-falls-short-on-mental-health/article70908591.ece
PASS,3384,"People born after 2009 to be banned from buying cigarettes: The UK’s new Bill, e",ie explained,Explained,2026-04-26,4.5,2.0,PASS,,,https://indianexpress.com/article/explained/explained-health/uk-smoking-cigarette-ban-law-10656998/
PASS,3382,"Kerala’s plan to fight the heat: Water kiosks at every junction, reduced waiting",indian express,National,2026-04-26,2.0,1.5,PASS,,,https://indianexpress.com/article/india/kerala-heatwave-measures-water-kiosks-shade-imd-alert-10656875/
PASS,3380,"Community-Led Rainwater Conservation Transforms Villages in Prakasam District, A",pib,PIB — English,2026-04-26,3.5,2.0,PASS,,,https://news.google.com/rss/articles/CBMifEFVX3lxTE9Qd1RKQnJaQllKaG1XTnJyVEFab0FXNHBuN0FWOVdXWkNIbEZXNjZ2TGdFRW5sT1JPU29jSlJKdUlIS09jQWpoeEVDLXBKSGVlQ2xLMWtSWXl0NTFwdFB6Q0pwV0VLUTh1ME9VNXo0ZkFrNlV3ZEdFcUk0dHE?oc=5
PASS,3372,"Monsoon likely to be below-average this year, but flood threat stands: Here’s wh",ie explained,Explained,2026-04-26,6.5,2.0,PASS,,climate change | disaster management | flood,https://indianexpress.com/article/explained/explained-climate/india-extreme-rainfall-risk-monsoon-2026-forecast-10656567/
PASS,3322,Malian defense chief is killed as jihadis and rebels seize towns and military ba,indian express,International,2026-04-26,2.5,1.5,PASS,,,https://indianexpress.com/article/world/malian-defense-chief-is-killed-as-jihadis-and-rebels-seize-towns-and-military-bases-10657345/
PASS,3321,Israel-Iran war updates: Trump says Iran can call U.S. if it wants to negotiate,the hindu,International,2026-04-26,6.0,1.5,PASS,,accord | strait of hormuz,https://www.thehindu.com/news/international/iran-israel-war-live-updates-april-26-2026-usa-donald-trump-west-asia-crisis-conflict/article70907623.ece
PASS,3320,Global military spending rises 2.9% despite US decline over Ukraine freeze,the print,Analysis,2026-04-26,4.0,1.5,PASS,,,https://news.google.com/rss/articles/CBMirAFBVV95cUxPb0Zmbm9iU1FuaGVDU1dROHg1MDE4RU43dXJvYTNhTWhkbUl4bDRCaG9QaHcydTVmWEhHVzNyWmRhZjJBbVFlazBGTEJRblVoTE9xbEFEenlHUzFkeXVhWWRkRGJJQWhGdFBSaGsxbEFmWWk2djNib1d1d0o3bXc3ZktsTElQR1JsUTliOVVubXVBZlpVOUwzVnRzb0s3blJUMkZVUmRtRk81ZFBL0gGyAUFVX3lxTE4wcDhFWXZBSERkYWN5WjNUMy1CT2NQbUxlNnREUjBpTjYzaE41eEh1TllvS2hSVWI5MHBMZVloc3FXbW1CWnZmand1MW5yOXhnNFpBX040N2sweTkzblZneEpUQkFaX1RuMlRIR2xLNUdwaGdGYkJQWTY2bXVUamJFTzdFZzBMQ2lYa3plNzBXR1VnUjFCX1RVTUhmeldjLURORERId3hweS1wZDN3cEdabHc?oc=5
